amfi_code,stock_symbol,stock_name,sector,weight_pct,market_value_cr,current_price_inr,portfolio_date,weight_pct_normalised
148567,ASIANPAINT,Asian Paints Ltd,Paints,12.63,1916.78,4502.46,2025-12-31,12.6313
148567,HCLTECH,HCL Technologies Ltd,IT,12.18,1190.21,536.81,2025-12-31,12.1812
148567,ICICIBANK,ICICI Bank Ltd,Banking,11.51,483.68,6617.15,2025-12-31,11.5112
148567,RELIANCE,Reliance Industries Ltd,Energy,11.42,1920.78,2358.55,2025-12-31,11.4211
148567,AXISBANK,Axis Bank Ltd,Banking,10.78,1543.57,1910.05,2025-12-31,10.7811
148567,BHARTIARTL,Bharti Airtel Ltd,Telecom,10.05,1732.44,5968.64,2025-12-31,10.051
148567,INDUSINDBK,IndusInd Bank Ltd,Banking,8.49,1638.77,7509.2,2025-12-31,8.4908
148568,SBIN,State Bank of India,Banking,28.61,498.31,2893.58,2025-12-31,28.6129
148568,POWERGRID,Power Grid Corporation,Utilities,17.04,1270.82,7469.46,2025-12-31,17.0417
148568,HCLTECH,HCL Technologies Ltd,IT,15.11,780.09,6804.51,2025-12-31,15.1115
148568,ULTRACEMCO,UltraTech Cement Ltd,Cement,12.75,345.42,7832.89,2025-12-31,12.7513
148568,RELIANCE,Reliance Industries Ltd,Energy,8.08,1391.82,5973.41,2025-12-31,8.0808
148568,TCS,Tata Consultancy Services,IT,6.77,1005.62,1183.81,2025-12-31,6.7707
148568,BHARTIARTL,Bharti Airtel Ltd,Telecom,6.44,1779.28,1990.0,2025-12-31,6.4406
148568,ICICIBANK,ICICI Bank Ltd,Banking,5.19,716.33,5245.19,2025-12-31,5.1905
148569,BHARTIARTL,Bharti Airtel Ltd,Telecom,25.53,832.15,5736.45,2025-12-31,25.5351
148569,ICICIBANK,ICICI Bank Ltd,Banking,14.12,152.28,428.19,2025-12-31,14.1228
148569,POWERGRID,Power Grid Corporation,Utilities,13.37,1349.35,1078.77,2025-12-31,13.3727
148569,HDFCBANK,HDFC Bank Ltd,Banking,13.02,239.29,7246.42,2025-12-31,13.0226
148569,KOTAKBANK,Kotak Mahindra Bank,Banking,12.68,1097.74,5166.81,2025-12-31,12.6825
148569,CIPLA,Cipla Ltd,Pharma,7.63,836.73,2983.88,2025-12-31,7.6315
148569,HCLTECH,HCL Technologies Ltd,IT,7.51,1604.94,7241.49,2025-12-31,7.5115
148569,TATAMOTOR,Tata Motors Ltd,Automobile,3.51,940.8,1757.42,2025-12-31,3.5107
148569,ULTRACEMCO,UltraTech Cement Ltd,Cement,2.61,100.2,2456.65,2025-12-31,2.6105
149322,DRREDDY,Dr. Reddy's Laboratories,Pharma,18.28,827.19,4418.19,2025-12-31,18.2818
149322,TITAN,Titan Company Ltd,Consumer Goods,17.77,377.91,2025.88,2025-12-31,17.7718
149322,HDFCBANK,HDFC Bank Ltd,Banking,14.66,1731.8,1285.32,2025-12-31,14.6615
149322,M&M,Mahindra & Mahindra Ltd,Automobile,11.83,421.51,5461.49,2025-12-31,11.8312
149322,LT,Larsen & Toubro Ltd,Infrastructure,10.85,1637.54,1226.98,2025-12-31,10.8511
149322,KOTAKBANK,Kotak Mahindra Bank,Banking,10.5,136.25,4506.37,2025-12-31,10.5011
149322,RELIANCE,Reliance Industries Ltd,Energy,9.43,777.89,7819.47,2025-12-31,9.4309
149322,INDUSINDBK,IndusInd Bank Ltd,Banking,3.48,1748.44,3372.6,2025-12-31,3.4803
149322,INFY,Infosys Ltd,IT,3.19,915.39,5031.45,2025-12-31,3.1903
149323,CIPLA,Cipla Ltd,Pharma,22.84,533.85,5346.17,2025-12-31,22.84
149323,NTPC,NTPC Ltd,Utilities,16.38,92.02,4127.8,2025-12-31,16.38
149323,WIPRO,Wipro Ltd,IT,15.9,516.02,4967.72,2025-12-31,15.9
149323,DIVISLAB,Divi's Laboratories,Pharma,12.54,1192.26,1276.16,2025-12-31,12.54
149323,AXISBANK,Axis Bank Ltd,Banking,8.07,1913.58,2703.69,2025-12-31,8.07
149323,ULTRACEMCO,UltraTech Cement Ltd,Cement,7.69,1811.91,5960.44,2025-12-31,7.69
149323,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,5.96,1277.89,7922.62,2025-12-31,5.96
149323,MARUTI,Maruti Suzuki India Ltd,Automobile,5.35,714.26,1080.51,2025-12-31,5.35
149323,ASIANPAINT,Asian Paints Ltd,Paints,5.27,704.58,2142.27,2025-12-31,5.27
149324,BAJFINANCE,Bajaj Finance Ltd,NBFC,19.71,1576.26,1803.18,2025-12-31,19.71
149324,DRREDDY,Dr. Reddy's Laboratories,Pharma,17.19,1289.52,1556.49,2025-12-31,17.19
149324,TCS,Tata Consultancy Services,IT,13.17,1637.69,1927.89,2025-12-31,13.17
149324,DIVISLAB,Divi's Laboratories,Pharma,9.54,855.88,7453.05,2025-12-31,9.54
149324,INDUSINDBK,IndusInd Bank Ltd,Banking,7.63,1387.3,3208.86,2025-12-31,7.63
149324,RELIANCE,Reliance Industries Ltd,Energy,6.95,1478.91,2762.54,2025-12-31,6.95
149324,GRASIM,Grasim Industries Ltd,Diversified,6.77,1307.4,2911.62,2025-12-31,6.77
149324,CIPLA,Cipla Ltd,Pharma,5.79,405.18,6979.57,2025-12-31,5.79
149324,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,5.31,663.04,7942.96,2025-12-31,5.31
149324,ICICIBANK,ICICI Bank Ltd,Banking,4.11,1707.37,3007.37,2025-12-31,4.11
149324,NTPC,NTPC Ltd,Utilities,2.04,1303.55,5797.95,2025-12-31,2.04
149324,BHARTIARTL,Bharti Airtel Ltd,Telecom,1.79,969.71,924.41,2025-12-31,1.79
